model,conversation_thread,scenario_id,choice,reason
llama3.2,436,4,B,N/A
llama3.2,436,5,A,N/A
llama3.2,436,6,B,N/A
llama3.2,436,7,A,N/A
llama3.2,436,8,B,N/A
llama3.2,437,1,B,N/A
llama3.2,437,2,B,N/A
llama3.2,437,3,A,N/A
llama3.2,437,4,A,N/A
llama3.2,437,5,A,N/A
llama3.2,437,6,C,N/A
llama3.2,437,7,A,N/A
llama3.2,437,8,B,N/A
llama3.2,438,1,B,N/A
llama3.2,438,2,B,N/A
llama3.2,438,3,A,N/A
llama3.2,438,4,B,N/A
llama3.2,438,5,B,N/A
llama3.2,438,6,B,N/A
llama3.2,438,7,C,N/A
llama3.2,438,8,C,N/A
llama3.2,439,1,B,N/A
llama3.2,439,2,B,N/A
llama3.2,439,3,B,N/A
llama3.2,439,4,B,N/A
llama3.2,439,5,B,N/A
llama3.2,439,6,B,N/A
llama3.2,439,7,A,N/A
llama3.2,439,8,B,N/A
llama3.2,440,1,B,N/A
llama3.2,440,2,B,N/A
llama3.2,440,3,A,N/A
llama3.2,440,4,B,N/A
llama3.2,440,5,B,N/A
llama3.2,440,6,B,N/A
llama3.2,440,7,A,N/A
llama3.2,440,8,B,N/A
llama3.2,441,1,B,N/A
llama3.2,441,2,B,N/A
llama3.2,441,3,A,N/A
llama3.2,441,4,B,N/A
llama3.2,441,5,B,N/A
llama3.2,441,6,B,N/A
llama3.2,441,7,B,N/A
llama3.2,441,8,B,N/A
llama3.2,442,1,B,N/A
llama3.2,442,2,B,N/A
llama3.2,442,3,A,N/A
llama3.2,442,4,A,N/A
llama3.2,442,5,B,N/A
llama3.2,442,6,B,N/A
llama3.2,442,7,B,N/A
llama3.2,442,8,B,N/A
llama3.2,443,1,B,N/A
llama3.2,443,2,B,N/A
llama3.2,443,3,A,N/A
llama3.2,443,4,B,N/A
llama3.2,443,5,B,N/A
llama3.2,443,6,B,N/A
llama3.2,443,7,A,N/A
llama3.2,443,8,B,N/A
llama3.2,444,1,B,N/A
llama3.2,444,2,B,N/A
llama3.2,444,3,A,N/A
llama3.2,444,4,B,N/A
llama3.2,444,5,B,N/A
llama3.2,444,6,B,N/A
llama3.2,444,7,A,N/A
llama3.2,444,8,A,N/A
llama3.2,445,1,B,N/A
llama3.2,445,2,B,N/A
llama3.2,445,3,A,N/A
llama3.2,445,4,B,N/A
llama3.2,445,5,B,N/A
llama3.2,445,6,B,N/A
llama3.2,445,7,A,N/A
llama3.2,445,8,B,N/A
llama3.2,446,1,B,N/A
llama3.2,446,2,B,N/A
llama3.2,446,3,A,N/A
llama3.2,446,4,B,N/A
llama3.2,446,5,B,N/A
llama3.2,446,6,B,N/A
llama3.2,446,7,B,N/A
llama3.2,446,8,B,N/A
llama3.2,447,1,B,N/A
llama3.2,447,2,B,N/A
llama3.2,447,3,B,N/A
llama3.2,447,4,A,N/A
llama3.2,447,5,C,N/A
llama3.2,447,6,C,N/A
llama3.2,447,7,A,N/A
llama3.2,447,8,C,N/A
llama3.2,448,1,B,N/A
llama3.2,448,2,B,N/A
llama3.2,448,3,A,N/A
llama3.2,448,4,B,N/A
llama3.2,448,5,B,N/A
llama3.2,448,6,B,N/A
llama3.2,448,7,A,N/A
llama3.2,448,8,A,N/A
llama3.2,449,1,B,N/A
llama3.2,449,2,B,N/A
llama3.2,449,3,A,N/A
llama3.2,449,4,B,N/A
llama3.2,449,5,B,N/A
llama3.2,449,6,B,N/A
llama3.2,449,7,B,N/A
llama3.2,449,8,A,N/A
llama3.2,450,1,B,N/A
llama3.2,450,2,B,N/A
llama3.2,450,3,A,N/A
llama3.2,450,4,C,N/A
llama3.2,450,5,C,N/A
llama3.2,450,6,B,N/A
llama3.2,450,7,B,N/A
llama3.2,450,8,B,N/A
llama3.2,451,1,B,N/A
llama3.2,451,2,B,N/A
llama3.2,451,3,A,N/A
llama3.2,451,4,B,N/A
llama3.2,451,5,B,N/A
llama3.2,451,6,B,N/A
llama3.2,451,7,B,N/A
llama3.2,451,8,C,N/A
llama3.2,452,1,B,N/A
llama3.2,452,2,B,N/A
llama3.2,452,3,A,N/A
llama3.2,452,4,A,N/A
llama3.2,452,5,A,N/A
llama3.2,452,6,C,N/A
llama3.2,452,7,A,N/A
llama3.2,452,8,B,N/A
llama3.2,453,1,B,N/A
llama3.2,453,2,B,N/A
llama3.2,453,3,A,N/A
llama3.2,453,4,B,N/A
llama3.2,453,5,B,N/A
llama3.2,453,6,B,N/A
llama3.2,453,7,A,N/A
llama3.2,453,8,B,N/A
llama3.2,454,1,B,N/A
llama3.2,454,2,B,N/A
llama3.2,454,3,A,N/A
llama3.2,454,4,B,N/A
llama3.2,454,5,B,N/A
llama3.2,454,6,B,N/A
llama3.2,454,7,A,N/A
llama3.2,454,8,B,N/A
llama3.2,455,1,B,N/A
llama3.2,455,2,B,N/A
llama3.2,455,3,B,N/A
llama3.2,455,4,B,N/A
llama3.2,455,5,A,N/A
llama3.2,455,6,B,N/A
llama3.2,455,7,A,N/A
llama3.2,455,8,B,N/A
llama3.2,456,1,B,N/A
llama3.2,456,2,B,N/A
llama3.2,456,3,B,N/A
llama3.2,456,4,C,N/A
llama3.2,456,5,C,N/A
llama3.2,456,6,B,N/A
llama3.2,456,7,B,N/A
llama3.2,456,8,C,N/A
llama3.2,457,1,B,N/A
llama3.2,457,2,B,N/A
llama3.2,457,3,A,N/A
llama3.2,457,4,B,N/A
llama3.2,457,5,B,N/A
llama3.2,457,6,B,N/A
llama3.2,457,7,B,N/A
llama3.2,457,8,B,N/A
llama3.2,458,1,B,N/A
llama3.2,458,2,B,N/A
llama3.2,458,3,A,N/A
llama3.2,458,4,A,N/A
llama3.2,458,5,B,N/A
llama3.2,458,6,B,N/A
llama3.2,458,7,B,N/A
llama3.2,458,8,C,N/A
llama3.2,459,1,B,N/A
llama3.2,459,2,B,N/A
llama3.2,459,3,A,N/A
llama3.2,459,4,B,N/A
llama3.2,459,5,B,N/A
llama3.2,459,6,B,N/A
llama3.2,459,7,A,N/A
llama3.2,459,8,B,N/A
llama3.2,460,1,B,N/A
llama3.2,460,2,B,N/A
llama3.2,460,3,A,N/A
llama3.2,460,4,B,N/A
llama3.2,460,5,B,N/A
llama3.2,460,6,B,N/A
llama3.2,460,7,A,N/A
llama3.2,460,8,B,N/A
llama3.2,461,1,B,N/A
llama3.2,461,2,B,N/A
llama3.2,461,3,A,N/A
llama3.2,461,4,B,N/A
llama3.2,461,5,C,N/A
llama3.2,461,6,C,N/A
llama3.2,461,7,C,N/A
llama3.2,461,8,C,N/A
llama3.2,462,1,B,N/A
llama3.2,462,2,B,N/A
llama3.2,462,3,A,N/A
llama3.2,462,4,B,N/A
llama3.2,462,5,B,N/A
llama3.2,462,6,B,N/A
llama3.2,462,7,B,N/A
llama3.2,462,8,A,N/A
llama3.2,463,1,B,N/A
llama3.2,463,2,B,N/A
llama3.2,463,3,A,N/A
llama3.2,463,4,B,N/A
llama3.2,463,5,B,N/A
llama3.2,463,6,B,N/A
llama3.2,463,7,A,N/A
llama3.2,463,8,B,N/A
llama3.2,464,1,B,N/A
llama3.2,464,2,B,N/A
llama3.2,464,3,A,N/A
llama3.2,464,4,A,N/A
llama3.2,464,5,B,N/A
llama3.2,464,6,B,N/A
llama3.2,464,7,B,N/A
llama3.2,464,8,B,N/A
llama3.2,465,1,B,N/A
llama3.2,465,2,B,N/A
llama3.2,465,3,A,N/A
llama3.2,465,4,B,N/A
llama3.2,465,5,C,N/A
llama3.2,465,6,B,N/A
llama3.2,465,7,A,N/A
llama3.2,465,8,A,N/A
llama3.2,466,1,B,N/A
llama3.2,466,2,B,N/A
llama3.2,466,3,A,N/A
llama3.2,466,4,B,N/A
llama3.2,466,5,A,N/A
llama3.2,466,6,A,N/A
llama3.2,466,7,A,N/A
llama3.2,466,8,B,N/A
llama3.2,467,1,C,N/A
llama3.2,467,2,C,N/A
llama3.2,467,3,C,N/A
llama3.2,467,4,C,N/A
llama3.2,467,5,C,N/A
llama3.2,467,6,B,N/A
llama3.2,467,7,A,N/A
llama3.2,467,8,B,N/A
llama3.2,468,1,B,N/A
llama3.2,468,2,B,N/A
llama3.2,468,3,A,N/A
llama3.2,468,4,B,N/A
llama3.2,468,5,B,N/A
llama3.2,468,6,B,N/A
llama3.2,468,7,B,N/A
llama3.2,468,8,B,N/A
llama3.2,469,1,B,N/A
llama3.2,469,2,B,N/A
llama3.2,469,3,C,N/A
llama3.2,469,4,C,N/A
llama3.2,469,5,C,N/A
llama3.2,469,6,B,N/A
llama3.2,469,7,A,N/A
llama3.2,469,8,C,N/A
llama3.2,470,1,B,N/A
llama3.2,470,2,B,N/A
llama3.2,470,3,A,N/A
llama3.2,470,4,B,N/A
llama3.2,470,5,B,N/A
llama3.2,470,6,C,N/A
llama3.2,470,7,C,N/A
llama3.2,470,8,B,N/A
llama3.2,471,1,B,N/A
llama3.2,471,2,B,N/A
llama3.2,471,3,A,N/A
llama3.2,471,4,B,N/A
llama3.2,471,5,A,N/A
llama3.2,471,6,B,N/A
llama3.2,471,7,A,N/A
llama3.2,471,8,B,N/A
llama3.2,472,1,B,N/A
llama3.2,472,2,B,N/A
llama3.2,472,3,C,N/A
llama3.2,472,4,C,N/A
llama3.2,472,5,C,N/A
llama3.2,472,6,C,N/A
llama3.2,472,7,A,N/A
llama3.2,472,8,C,N/A
llama3.2,473,1,B,N/A
llama3.2,473,2,B,N/A
llama3.2,473,3,A,N/A
llama3.2,473,4,B,N/A
llama3.2,473,5,B,N/A
llama3.2,473,6,C,N/A
llama3.2,473,7,B,N/A
llama3.2,473,8,A,N/A
llama3.2,474,1,B,N/A
llama3.2,474,2,B,N/A
llama3.2,474,3,B,N/A
llama3.2,474,4,C,N/A
llama3.2,474,5,C,N/A
llama3.2,474,6,C,N/A
llama3.2,474,7,B,N/A
llama3.2,474,8,B,N/A
llama3.2,475,1,B,N/A
llama3.2,475,2,B,N/A
llama3.2,475,3,B,N/A
llama3.2,475,4,B,N/A
llama3.2,475,5,B,N/A
llama3.2,475,6,B,N/A
llama3.2,475,7,B,N/A
llama3.2,475,8,B,N/A
llama3.2,476,1,B,N/A
llama3.2,476,2,B,N/A
llama3.2,476,3,A,N/A
llama3.2,476,4,B,N/A
llama3.2,476,5,B,N/A
llama3.2,476,6,B,N/A
llama3.2,476,7,A,N/A
llama3.2,476,8,B,N/A
llama3.2,477,1,B,N/A
llama3.2,477,2,B,N/A
llama3.2,477,3,A,N/A
llama3.2,477,4,B,N/A
llama3.2,477,5,B,N/A
llama3.2,477,6,B,N/A
llama3.2,477,7,A,N/A
llama3.2,477,8,B,N/A
llama3.2,478,1,B,N/A
llama3.2,478,2,B,N/A
llama3.2,478,3,A,N/A
llama3.2,478,4,A,N/A
llama3.2,478,5,B,N/A
llama3.2,478,6,B,N/A
llama3.2,478,7,A,N/A
llama3.2,478,8,A,N/A
llama3.2,479,1,B,N/A
llama3.2,479,2,B,N/A
llama3.2,479,3,A,N/A
llama3.2,479,4,B,N/A
llama3.2,479,5,B,N/A
llama3.2,479,6,B,N/A
llama3.2,479,7,B,N/A
llama3.2,479,8,B,N/A
llama3.2,480,1,B,N/A
llama3.2,480,2,B,N/A
llama3.2,480,3,A,N/A
llama3.2,480,4,B,N/A
llama3.2,480,5,B,N/A
llama3.2,480,6,B,N/A
llama3.2,480,7,B,N/A
llama3.2,480,8,B,N/A
llama3.2,481,1,B,N/A
llama3.2,481,2,B,N/A
llama3.2,481,3,A,N/A
llama3.2,481,4,B,N/A
llama3.2,481,5,B,N/A
llama3.2,481,6,B,N/A
llama3.2,481,7,A,N/A
llama3.2,481,8,B,N/A
llama3.2,482,1,B,N/A
llama3.2,482,2,B,N/A
llama3.2,482,3,A,N/A
llama3.2,482,4,B,N/A
llama3.2,482,5,B,N/A
llama3.2,482,6,B,N/A
llama3.2,482,7,B,N/A
llama3.2,482,8,B,N/A
llama3.2,483,1,B,N/A
llama3.2,483,2,B,N/A
llama3.2,483,3,A,N/A
llama3.2,483,4,B,N/A
llama3.2,483,5,B,N/A
llama3.2,483,6,B,N/A
llama3.2,483,7,A,N/A
llama3.2,483,8,C,N/A
llama3.2,484,1,B,N/A
llama3.2,484,2,B,N/A
llama3.2,484,3,A,N/A
llama3.2,484,4,B,N/A
llama3.2,484,5,C,N/A
llama3.2,484,6,C,N/A
llama3.2,484,7,C,N/A
llama3.2,484,8,B,N/A
llama3.2,485,1,B,N/A
llama3.2,485,2,B,N/A
llama3.2,485,3,A,N/A
llama3.2,485,4,B,N/A
llama3.2,485,5,B,N/A
llama3.2,485,6,B,N/A
llama3.2,485,7,B,N/A
llama3.2,485,8,B,N/A
llama3.2,486,1,B,N/A
llama3.2,486,2,B,N/A
llama3.2,486,3,A,N/A
llama3.2,486,4,B,N/A
llama3.2,486,5,B,N/A
llama3.2,486,6,B,N/A
llama3.2,486,7,A,N/A
llama3.2,486,8,B,N/A
llama3.2,487,1,B,N/A
llama3.2,487,2,B,N/A
llama3.2,487,3,B,N/A
llama3.2,487,4,C,N/A
llama3.2,487,5,C,N/A
llama3.2,487,6,C,N/A
llama3.2,487,7,C,N/A
llama3.2,487,8,C,N/A
llama3.2,488,1,B,N/A
llama3.2,488,2,B,N/A
llama3.2,488,3,A,N/A
llama3.2,488,4,A,N/A
llama3.2,488,5,A,N/A
llama3.2,488,6,B,N/A
llama3.2,488,7,B,N/A
llama3.2,488,8,B,N/A
llama3.2,489,1,B,N/A
llama3.2,489,2,B,N/A
llama3.2,489,3,A,N/A
llama3.2,489,4,A,N/A
llama3.2,489,5,A,N/A
llama3.2,489,6,B,N/A
llama3.2,489,7,A,N/A
llama3.2,489,8,B,N/A
llama3.2,490,1,B,N/A
llama3.2,490,2,B,N/A
llama3.2,490,3,A,N/A
llama3.2,490,4,B,N/A
llama3.2,490,5,B,N/A
llama3.2,490,6,B,N/A
llama3.2,490,7,A,N/A
llama3.2,490,8,B,N/A
llama3.2,491,1,B,N/A
llama3.2,491,2,B,N/A
llama3.2,491,3,A,N/A
llama3.2,491,4,B,N/A
llama3.2,491,5,C,N/A
llama3.2,491,6,C,N/A
llama3.2,491,7,C,N/A
llama3.2,491,8,C,N/A
llama3.2,492,1,B,N/A
llama3.2,492,2,C,N/A
llama3.2,492,3,A,N/A
llama3.2,492,4,C,N/A
llama3.2,492,5,C,N/A
llama3.2,492,6,C,N/A
llama3.2,492,7,C,N/A
llama3.2,492,8,C,N/A
llama3.2,493,1,B,N/A
llama3.2,493,2,B,N/A
llama3.2,493,3,A,N/A
llama3.2,493,4,B,N/A
llama3.2,493,5,A,N/A
llama3.2,493,6,B,N/A
llama3.2,493,7,A,N/A
llama3.2,493,8,B,N/A
llama3.2,494,1,B,N/A
llama3.2,494,2,B,N/A
llama3.2,494,3,A,N/A
llama3.2,494,4,B,N/A
llama3.2,494,5,B,N/A
llama3.2,494,6,C,N/A
llama3.2,494,7,C,N/A
llama3.2,494,8,B,N/A
llama3.2,495,1,B,N/A
llama3.2,495,2,B,N/A
llama3.2,495,3,A,N/A
llama3.2,495,4,B,N/A
llama3.2,495,5,B,N/A
llama3.2,495,6,B,N/A
llama3.2,495,7,A,N/A
llama3.2,495,8,B,N/A
llama3.2,496,1,B,N/A
llama3.2,496,2,B,N/A
llama3.2,496,3,A,N/A
llama3.2,496,4,B,N/A
llama3.2,496,5,B,N/A
llama3.2,496,6,B,N/A
llama3.2,496,7,A,N/A
llama3.2,496,8,B,N/A
llama3.2,497,1,B,N/A
llama3.2,497,2,B,N/A
llama3.2,497,3,A,N/A
llama3.2,497,4,A,N/A
llama3.2,497,5,B,N/A
llama3.2,497,6,B,N/A
llama3.2,497,7,A,N/A
llama3.2,497,8,B,N/A
llama3.2,498,1,B,N/A
llama3.2,498,2,B,N/A
llama3.2,498,3,A,N/A
llama3.2,498,4,B,N/A
llama3.2,498,5,B,N/A
llama3.2,498,6,B,N/A
llama3.2,498,7,B,N/A
llama3.2,498,8,C,N/A
llama3.2,499,1,B,N/A
llama3.2,499,2,B,N/A
llama3.2,499,3,A,N/A
llama3.2,499,4,B,N/A
llama3.2,499,5,B,N/A
llama3.2,499,6,B,N/A
llama3.2,499,7,A,N/A
llama3.2,499,8,B,N/A
llama3.2,500,1,B,N/A
llama3.2,500,2,B,N/A
llama3.2,500,3,A,N/A
llama3.2,500,4,C,N/A
llama3.2,500,5,B,N/A
llama3.2,500,6,C,N/A
llama3.2,500,7,B,N/A
llama3.2,500,8,C,N/A
llama3.2,501,1,B,N/A
llama3.2,501,2,B,N/A
llama3.2,501,3,A,N/A
llama3.2,501,4,B,N/A
llama3.2,501,5,B,N/A
llama3.2,501,6,C,N/A
llama3.2,501,7,B,N/A
llama3.2,501,8,C,N/A
llama3.2,502,1,C,N/A
llama3.2,502,2,B,N/A
llama3.2,502,3,C,N/A
llama3.2,502,4,B,N/A
llama3.2,502,5,C,N/A
llama3.2,502,6,C,N/A
llama3.2,502,7,C,N/A
llama3.2,502,8,C,N/A
llama3.2,503,1,B,N/A
llama3.2,503,2,B,N/A
llama3.2,503,3,A,N/A
llama3.2,503,4,B,N/A
llama3.2,503,5,A,N/A
llama3.2,503,6,B,N/A
llama3.2,503,7,A,N/A
llama3.2,503,8,C,N/A
llama3.2,504,1,B,N/A
llama3.2,504,2,B,N/A
llama3.2,504,3,A,N/A
llama3.2,504,4,C,N/A
llama3.2,504,5,C,N/A
llama3.2,504,6,C,N/A
llama3.2,504,7,B,N/A
llama3.2,504,8,C,N/A
llama3.2,505,1,B,N/A
llama3.2,505,2,B,N/A
llama3.2,505,3,B,N/A
llama3.2,505,4,B,N/A
llama3.2,505,5,B,N/A
llama3.2,505,6,C,N/A
llama3.2,505,7,A,N/A
llama3.2,505,8,C,N/A
llama3.2,506,1,B,N/A
llama3.2,506,2,B,N/A
llama3.2,506,3,A,N/A
llama3.2,506,4,B,N/A
llama3.2,506,5,C,N/A
llama3.2,506,6,C,N/A
llama3.2,506,7,A,N/A
llama3.2,506,8,B,N/A
llama3.2,507,1,C,N/A
llama3.2,507,2,C,N/A
llama3.2,507,3,C,N/A
llama3.2,507,4,C,N/A
llama3.2,507,5,C,N/A
llama3.2,507,6,C,N/A
llama3.2,507,7,C,N/A
llama3.2,507,8,C,N/A
llama3.2,508,1,B,N/A
llama3.2,508,2,B,N/A
llama3.2,508,3,A,N/A
llama3.2,508,4,A,N/A
llama3.2,508,5,C,N/A
llama3.2,508,6,B,N/A
llama3.2,508,7,A,N/A
llama3.2,508,8,B,N/A
llama3.2,509,1,B,N/A
llama3.2,509,2,B,N/A
llama3.2,509,3,A,N/A
llama3.2,509,4,B,N/A
llama3.2,509,5,B,N/A
llama3.2,509,6,B,N/A
llama3.2,509,7,A,N/A
llama3.2,509,8,B,N/A
llama3.2,510,1,B,N/A
llama3.2,510,2,B,N/A
llama3.2,510,3,A,N/A
llama3.2,510,4,B,N/A
llama3.2,510,5,B,N/A
llama3.2,510,6,B,N/A
llama3.2,510,7,A,N/A
llama3.2,510,8,B,N/A
llama3.2,511,1,B,N/A
llama3.2,511,2,B,N/A
llama3.2,511,3,A,N/A
llama3.2,511,4,B,N/A
llama3.2,511,5,C,N/A
llama3.2,511,6,C,N/A
llama3.2,511,7,A,N/A
llama3.2,511,8,B,N/A
llama3.2,512,1,B,N/A
llama3.2,512,2,B,N/A
llama3.2,512,3,A,N/A
llama3.2,512,4,B,N/A
llama3.2,512,5,B,N/A
llama3.2,512,6,B,N/A
llama3.2,512,7,A,N/A
llama3.2,512,8,C,N/A
llama3.2,513,1,B,N/A
llama3.2,513,2,B,N/A
llama3.2,513,3,A,N/A
llama3.2,513,4,B,N/A
llama3.2,513,5,B,N/A
llama3.2,513,6,B,N/A
llama3.2,513,7,A,N/A
llama3.2,513,8,B,N/A
llama3.2,514,1,A,N/A
llama3.2,514,2,B,N/A
llama3.2,514,3,A,N/A
llama3.2,514,4,B,N/A
llama3.2,514,5,B,N/A
llama3.2,514,6,B,N/A
llama3.2,514,7,A,N/A
llama3.2,514,8,B,N/A
llama3.2,515,1,B,N/A
llama3.2,515,2,B,N/A
llama3.2,515,3,A,N/A
llama3.2,515,4,B,N/A
llama3.2,515,5,C,N/A
llama3.2,515,6,C,N/A
llama3.2,515,7,A,N/A
llama3.2,515,8,A,N/A
llama3.2,516,1,B,N/A
llama3.2,516,2,B,N/A
llama3.2,516,3,A,N/A
llama3.2,516,4,B,N/A
llama3.2,516,5,B,N/A
llama3.2,516,6,B,N/A
llama3.2,516,7,B,N/A
llama3.2,516,8,B,N/A
llama3.2,517,1,B,N/A
llama3.2,517,2,B,N/A
llama3.2,517,3,A,N/A
llama3.2,517,4,B,N/A
llama3.2,517,5,B,N/A
llama3.2,517,6,C,N/A
llama3.2,517,7,A,N/A
llama3.2,517,8,C,N/A
llama3.2,518,1,B,N/A
llama3.2,518,2,B,N/A
llama3.2,518,3,B,N/A
llama3.2,518,4,B,N/A
llama3.2,518,5,B,N/A
llama3.2,518,6,B,N/A
llama3.2,518,7,B,N/A
llama3.2,518,8,B,N/A
llama3.2,519,1,B,N/A
llama3.2,519,2,B,N/A
llama3.2,519,3,A,N/A
llama3.2,519,4,B,N/A
llama3.2,519,5,B,N/A
llama3.2,519,6,B,N/A
llama3.2,519,7,A,N/A
llama3.2,519,8,B,N/A
llama3.2,520,1,B,N/A
llama3.2,520,2,B,N/A
llama3.2,520,3,A,N/A
llama3.2,520,4,A,N/A
llama3.2,520,5,B,N/A
llama3.2,520,6,C,N/A
llama3.2,520,7,A,N/A
llama3.2,520,8,B,N/A
llama3.2,521,1,B,N/A
llama3.2,521,2,B,N/A
llama3.2,521,3,A,N/A
llama3.2,521,4,B,N/A
llama3.2,521,5,B,N/A
llama3.2,521,6,B,N/A
llama3.2,521,7,A,N/A
llama3.2,521,8,B,N/A
llama3.2,522,1,B,N/A
llama3.2,522,2,B,N/A
llama3.2,522,3,A,N/A
llama3.2,522,4,B,N/A
llama3.2,522,5,B,N/A
llama3.2,522,6,C,N/A
llama3.2,522,7,A,N/A
llama3.2,522,8,C,N/A
llama3.2,523,1,B,N/A
llama3.2,523,2,B,N/A
llama3.2,523,3,A,N/A
llama3.2,523,4,B,N/A
llama3.2,523,5,C,N/A
llama3.2,523,6,B,N/A
llama3.2,523,7,A,N/A
llama3.2,523,8,B,N/A
llama3.2,524,1,B,N/A
llama3.2,524,2,B,N/A
llama3.2,524,3,A,N/A
llama3.2,524,4,B,N/A
llama3.2,524,5,B,N/A
llama3.2,524,6,C,N/A
llama3.2,524,7,B,N/A
llama3.2,524,8,C,N/A
llama3.2,525,1,B,N/A
llama3.2,525,2,B,N/A
llama3.2,525,3,A,N/A
llama3.2,525,4,B,N/A
llama3.2,525,5,B,N/A
llama3.2,525,6,A,N/A
llama3.2,525,7,A,N/A
llama3.2,525,8,B,N/A
llama3.2,526,1,B,N/A
llama3.2,526,2,B,N/A
llama3.2,526,3,A,N/A
llama3.2,526,4,C,N/A
llama3.2,526,5,C,N/A
llama3.2,526,6,B,N/A
llama3.2,526,7,B,N/A
llama3.2,526,8,B,N/A
llama3.2,527,1,B,N/A
llama3.2,527,2,B,N/A
llama3.2,527,3,A,N/A
llama3.2,527,4,B,N/A
llama3.2,527,5,B,N/A
llama3.2,527,6,B,N/A
llama3.2,527,7,A,N/A
llama3.2,527,8,B,N/A
llama3.2,528,1,B,N/A
llama3.2,528,2,B,N/A
llama3.2,528,3,A,N/A
llama3.2,528,4,B,N/A
llama3.2,528,5,B,N/A
llama3.2,528,6,B,N/A
llama3.2,528,7,B,N/A
llama3.2,528,8,B,N/A
llama3.2,529,1,B,N/A
llama3.2,529,2,B,N/A
llama3.2,529,3,A,N/A
llama3.2,529,4,B,N/A
llama3.2,529,5,A,N/A
llama3.2,529,6,B,N/A
llama3.2,529,7,B,N/A
llama3.2,529,8,C,N/A
llama3.2,530,1,B,N/A
llama3.2,530,2,B,N/A
llama3.2,530,3,A,N/A
llama3.2,530,4,B,N/A
llama3.2,530,5,C,N/A
llama3.2,530,6,B,N/A
llama3.2,530,7,A,N/A
llama3.2,530,8,B,N/A
llama3.2,531,1,B,N/A
llama3.2,531,2,B,N/A
llama3.2,531,3,B,N/A
llama3.2,531,4,A,N/A
llama3.2,531,5,A,N/A
llama3.2,531,6,B,N/A
llama3.2,531,7,A,N/A
llama3.2,531,8,B,N/A
llama3.2,532,1,B,N/A
llama3.2,532,2,B,N/A
llama3.2,532,3,C,N/A
llama3.2,532,4,B,N/A
llama3.2,532,5,C,N/A
llama3.2,532,6,C,N/A
llama3.2,532,7,C,N/A
llama3.2,532,8,C,N/A
llama3.2,533,1,C,N/A
llama3.2,533,2,C,N/A
llama3.2,533,3,C,N/A
llama3.2,533,4,C,N/A
llama3.2,533,5,C,N/A
llama3.2,533,6,C,N/A
llama3.2,533,7,C,N/A
llama3.2,533,8,C,N/A
llama3.2,534,1,B,N/A
llama3.2,534,2,B,N/A
llama3.2,534,3,A,N/A
llama3.2,534,4,B,N/A
llama3.2,534,5,C,N/A
llama3.2,534,6,C,N/A
llama3.2,534,7,A,N/A
llama3.2,534,8,C,N/A
llama3.2,535,1,B,N/A
llama3.2,535,2,B,N/A
llama3.2,535,3,A,N/A
llama3.2,535,4,B,N/A
llama3.2,535,5,B,N/A
llama3.2,535,6,C,N/A
llama3.2,535,7,A,N/A
llama3.2,535,8,C,N/A
llama3.2,536,1,B,N/A
llama3.2,536,2,B,N/A
llama3.2,536,3,A,N/A
llama3.2,536,4,B,N/A
llama3.2,536,5,B,N/A
llama3.2,536,6,B,N/A
llama3.2,536,7,A,N/A
llama3.2,536,8,B,N/A
llama3.2,537,1,B,N/A
llama3.2,537,2,B,N/A
llama3.2,537,3,A,N/A
llama3.2,537,4,A,N/A
llama3.2,537,5,C,N/A
llama3.2,537,6,B,N/A
llama3.2,537,7,A,N/A
llama3.2,537,8,C,N/A
llama3.2,538,1,B,N/A
llama3.2,538,2,B,N/A
llama3.2,538,3,A,N/A
llama3.2,538,4,B,N/A
llama3.2,538,5,B,N/A
llama3.2,538,6,B,N/A
llama3.2,538,7,A,N/A
llama3.2,538,8,B,N/A
llama3.2,539,1,B,N/A
llama3.2,539,2,B,N/A
llama3.2,539,3,A,N/A
llama3.2,539,4,B,N/A
llama3.2,539,5,B,N/A
llama3.2,539,6,B,N/A
llama3.2,539,7,A,N/A
llama3.2,539,8,B,N/A
llama3.2,540,1,B,N/A
llama3.2,540,2,B,N/A
llama3.2,540,3,A,N/A
llama3.2,540,4,A,N/A
llama3.2,540,5,B,N/A
llama3.2,540,6,B,N/A
llama3.2,540,7,B,N/A
llama3.2,540,8,B,N/A
llama3.2,541,1,B,N/A
llama3.2,541,2,B,N/A
llama3.2,541,3,A,N/A
llama3.2,541,4,B,N/A
llama3.2,541,5,A,N/A
llama3.2,541,6,B,N/A
llama3.2,541,7,A,N/A
llama3.2,541,8,B,N/A
llama3.2,542,1,C,N/A
llama3.2,542,2,B,N/A
llama3.2,542,3,B,N/A
llama3.2,542,4,B,N/A
llama3.2,542,5,B,N/A
llama3.2,542,6,B,N/A
llama3.2,542,7,A,N/A
llama3.2,542,8,B,N/A
llama3.2,543,1,B,N/A
llama3.2,543,2,B,N/A
llama3.2,543,3,A,N/A
llama3.2,543,4,B,N/A
llama3.2,543,5,B,N/A
llama3.2,543,6,B,N/A
llama3.2,543,7,A,N/A
llama3.2,543,8,B,N/A
llama3.2,544,1,B,N/A
llama3.2,544,2,B,N/A
llama3.2,544,3,A,N/A
llama3.2,544,4,B,N/A
llama3.2,544,5,B,N/A
llama3.2,544,6,B,N/A
llama3.2,544,7,A,N/A
llama3.2,544,8,B,N/A
llama3.2,545,1,C,N/A
llama3.2,545,2,C,N/A
llama3.2,545,3,A,N/A
llama3.2,545,4,B,N/A
